# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2024fyi
# CHANNEL = B+R
# EXPNUM = 24_100_027_003
# MJD-OBS = 60409.361522
# DATE-OBS = 2024-04-09T08:40:37
# EXPTIME = 1800.0s
# AIRMASS = 1.05
# FLUXCAL_RMS_B = 0.082 mag
# FLUXCAL_RMS_R = 0.069 mag
# RA = 12:29:38.33
# DEC = 32:45:21.92
# wl fl err
# [A] [erg/s/cm2/A]
5446.480000 4.160855e-16 1.473002e-17
5449.480000 4.328281e-16 1.506082e-17
5452.480000 4.212597e-16 1.518941e-17
5455.480000 4.173921e-16 1.552001e-17
5458.480000 4.012239e-16 1.574399e-17
5461.480000 3.878418e-16 1.597120e-17
5464.480000 3.845782e-16 1.580453e-17
5467.480000 3.925343e-16 1.549681e-17
5470.480000 3.868005e-16 1.496980e-17
5473.480000 3.918454e-16 1.459314e-17
5476.480000 4.184887e-16 1.447679e-17
5479.480000 4.310348e-16 1.431728e-17
5482.480000 4.263796e-16 1.397825e-17
5485.480000 4.285514e-16 1.395658e-17
5488.480000 4.227715e-16 1.399711e-17
5491.480000 4.161305e-16 1.312411e-17
5494.480000 3.981121e-16 1.265535e-17
5497.480000 3.782284e-16 1.212019e-17
5500.480000 3.717842e-16 1.179904e-17
5503.480000 3.788183e-16 1.155075e-17
5506.480000 3.862605e-16 1.140324e-17
5509.480000 4.012942e-16 1.137962e-17
5512.480000 4.050356e-16 1.124519e-17
5515.480000 3.930840e-16 1.106323e-17
5518.480000 3.773797e-16 1.102122e-17
5521.480000 3.848223e-16 1.101836e-17
5524.480000 3.892343e-16 1.081602e-17
5527.480000 3.760353e-16 1.064936e-17
5530.480000 3.746021e-16 1.064228e-17
5533.480000 3.776979e-16 1.070626e-17
5536.480000 3.780304e-16 1.076418e-17
5539.480000 3.895006e-16 1.082787e-17
5542.480000 3.944327e-16 1.095589e-17
5545.480000 3.808818e-16 1.104721e-17
5548.480000 3.775848e-16 1.118898e-17
5551.480000 3.716955e-16 1.123031e-17
5554.480000 3.714668e-16 1.135519e-17
5557.480000 3.750085e-16 1.158046e-17
5560.480000 3.782105e-16 1.176840e-17
5563.480000 3.615264e-16 1.211166e-17
5566.480000 3.544777e-16 1.289726e-17
5569.480000 3.748875e-16 1.497804e-17
5572.480000 3.688957e-16 1.927003e-17
5575.480000 4.010243e-16 2.483821e-17
5578.480000 4.376890e-16 2.742354e-17
5581.480000 3.798957e-16 2.447053e-17
5584.480000 3.520914e-16 1.899623e-17
5587.480000 3.644342e-16 1.573596e-17
5590.480000 3.745147e-16 1.435374e-17
5593.480000 3.847368e-16 1.385924e-17
5596.480000 3.746169e-16 1.327197e-17
5599.480000 3.579243e-16 1.272870e-17
5602.480000 3.686914e-16 1.242257e-17
5605.480000 3.675536e-16 1.213290e-17
5608.480000 3.745656e-16 1.190087e-17
5611.480000 3.745170e-16 1.165394e-17
5614.480000 3.500795e-16 1.117859e-17
5617.480000 3.541738e-16 1.090386e-17
5620.480000 3.585030e-16 1.077117e-17
5623.480000 3.655870e-16 1.054393e-17
5626.480000 3.674984e-16 1.035044e-17
5629.480000 3.728492e-16 1.017613e-17
5632.480000 3.754693e-16 1.001012e-17
5635.480000 3.777512e-16 9.908903e-18
5638.480000 3.809738e-16 9.961113e-18
5641.480000 3.727513e-16 9.896874e-18
5644.480000 3.715842e-16 9.839368e-18
5647.480000 3.741800e-16 1.024360e-17
5650.480000 3.663956e-16 9.996560e-18
5653.480000 3.581800e-16 9.597819e-18
5656.480000 3.594460e-16 9.416072e-18
5659.480000 3.523976e-16 9.323112e-18
5662.480000 3.476981e-16 9.341609e-18
5665.480000 3.417795e-16 9.341851e-18
5668.480000 3.400101e-16 9.328641e-18
5671.480000 3.320709e-16 9.400827e-18
5674.480000 3.355997e-16 9.528753e-18
5677.480000 3.281077e-16 9.536762e-18
5680.480000 3.169721e-16 9.635455e-18
5683.480000 3.291936e-16 9.842925e-18
5686.480000 3.269744e-16 9.954221e-18
5689.480000 3.256578e-16 1.044750e-17
5692.480000 3.524557e-16 1.083250e-17
5695.480000 3.641451e-16 1.091570e-17
5698.480000 3.724093e-16 1.126785e-17
5701.480000 3.695696e-16 1.148917e-17
5704.480000 3.460535e-16 1.156495e-17
5707.480000 3.419985e-16 1.193587e-17
5710.480000 3.426819e-16 1.183253e-17
5713.480000 3.322370e-16 1.188379e-17
5716.480000 3.354996e-16 1.186582e-17
5719.480000 3.613958e-16 1.179465e-17
5722.480000 3.787022e-16 1.165537e-17
5725.480000 3.793677e-16 1.164716e-17
5728.480000 3.507331e-16 1.104255e-17
5731.480000 3.851855e-16 1.074646e-17
5734.480000 3.617111e-16 1.037751e-17
5737.480000 3.659961e-16 1.014436e-17
5740.480000 3.792544e-16 9.983971e-18
5743.480000 3.905774e-16 9.865048e-18
5746.480000 3.901396e-16 9.721107e-18
5749.480000 3.955696e-16 9.530778e-18
5752.480000 3.917019e-16 9.422057e-18
5755.480000 3.749935e-16 9.429811e-18
5758.480000 3.650817e-16 9.181736e-18
5761.480000 3.662702e-16 8.713261e-18
5764.480000 3.711077e-16 8.569439e-18
5767.480000 3.706608e-16 8.439620e-18
5770.480000 3.594507e-16 8.326376e-18
5773.480000 3.434231e-16 8.244766e-18
5776.480000 3.396084e-16 8.213243e-18
5779.480000 3.541208e-16 8.254328e-18
5782.480000 3.672758e-16 8.324045e-18
5785.480000 3.777787e-16 8.369140e-18
5788.480000 3.836191e-16 8.440036e-18
5791.480000 3.840731e-16 8.525936e-18
5794.480000 3.899186e-16 8.667635e-18
5797.480000 4.025756e-16 8.824029e-18
5800.480000 4.020442e-16 8.916470e-18
5803.480000 3.820297e-16 8.909159e-18
5806.480000 3.750590e-16 9.040754e-18
5809.480000 3.780588e-16 9.208542e-18
5812.480000 3.784011e-16 9.357552e-18
5815.480000 3.694860e-16 9.488835e-18
5818.480000 3.697704e-16 9.741950e-18
5821.480000 3.777271e-16 9.933092e-18
5824.480000 3.830868e-16 1.016936e-17
5827.480000 3.804324e-16 1.041334e-17
5830.480000 3.868538e-16 1.069073e-17
5833.480000 3.974907e-16 1.091551e-17
5836.480000 3.629137e-16 1.090763e-17
5839.480000 3.754664e-16 1.109130e-17
5842.480000 3.748475e-16 1.105933e-17
5845.480000 3.617739e-16 1.071383e-17
5848.480000 3.561357e-16 1.041988e-17
5851.480000 3.705039e-16 1.022265e-17
5854.480000 3.769335e-16 1.002395e-17
5857.480000 3.703029e-16 9.757882e-18
5860.480000 3.792276e-16 9.620875e-18
5863.480000 3.881694e-16 9.527592e-18
5866.480000 3.831057e-16 9.382387e-18
5869.480000 3.636142e-16 9.106132e-18
5872.480000 3.870852e-16 8.979254e-18
5875.480000 3.887851e-16 8.785183e-18
5878.480000 3.726530e-16 8.542580e-18
5881.480000 3.813188e-16 8.550583e-18
5884.480000 3.790838e-16 8.647234e-18
5887.480000 3.666521e-16 8.988710e-18
5890.480000 3.678384e-16 9.360987e-18
5893.480000 3.676199e-16 9.295788e-18
5896.480000 3.694756e-16 8.951322e-18
5899.480000 3.682091e-16 8.519948e-18
5902.480000 3.616866e-16 8.145692e-18
5905.480000 3.636555e-16 7.964464e-18
5908.480000 3.713163e-16 7.935305e-18
5911.480000 3.749741e-16 7.956548e-18
5914.480000 3.787062e-16 8.015229e-18
5917.480000 3.682629e-16 8.040645e-18
5920.480000 3.579859e-16 8.027112e-18
5923.480000 3.666015e-16 8.138847e-18
5926.480000 3.622516e-16 8.241114e-18
5929.480000 3.671127e-16 8.412993e-18
5932.480000 3.718627e-16 8.607464e-18
5935.480000 3.672398e-16 8.730262e-18
5938.480000 3.813896e-16 8.974911e-18
5941.480000 3.770997e-16 9.056669e-18
5944.480000 3.841048e-16 9.263796e-18
5947.480000 3.802541e-16 9.437505e-18
5950.480000 3.650900e-16 9.568173e-18
5953.480000 3.704316e-16 9.877684e-18
5956.480000 3.855177e-16 1.011335e-17
5959.480000 3.757297e-16 1.017101e-17
5962.480000 3.685666e-16 1.039549e-17
5965.480000 3.766615e-16 1.056723e-17
5968.480000 3.694996e-16 1.043038e-17
5971.480000 3.545988e-16 1.008822e-17
5974.480000 3.677498e-16 9.843537e-18
5977.480000 3.700263e-16 9.612479e-18
5980.480000 3.748582e-16 9.456632e-18
5983.480000 3.600202e-16 9.055596e-18
5986.480000 3.658881e-16 8.868177e-18
5989.480000 3.778219e-16 8.800803e-18
5992.480000 3.608923e-16 8.494161e-18
5995.480000 3.588560e-16 8.340571e-18
5998.480000 3.551159e-16 8.218703e-18
6001.480000 3.633143e-16 8.273785e-18
6004.480000 3.680774e-16 8.478452e-18
6007.480000 3.526424e-16 7.798064e-18
6010.480000 3.574134e-16 7.577878e-18
6013.480000 3.535137e-16 7.497701e-18
6016.480000 3.461543e-16 7.332504e-18
6019.480000 3.646972e-16 7.360486e-18
6022.480000 3.739297e-16 7.385541e-18
6025.480000 3.661147e-16 7.310936e-18
6028.480000 3.703127e-16 7.306690e-18
6031.480000 3.815247e-16 7.324567e-18
6034.480000 3.757660e-16 7.274138e-18
6037.480000 3.650579e-16 7.249144e-18
6040.480000 3.593926e-16 7.242469e-18
6043.480000 3.538700e-16 7.278252e-18
6046.480000 3.509679e-16 7.311102e-18
6049.480000 3.592114e-16 7.445491e-18
6052.480000 3.702776e-16 7.645109e-18
6055.480000 3.673342e-16 7.713308e-18
6058.480000 3.617879e-16 7.789402e-18
6061.480000 3.602501e-16 8.161203e-18
6064.480000 3.510229e-16 8.426483e-18
6067.480000 3.531983e-16 8.292720e-18
6070.480000 3.568429e-16 8.328936e-18
6073.480000 3.605686e-16 8.601416e-18
6076.480000 3.613868e-16 8.834185e-18
6079.480000 3.600775e-16 9.035761e-18
6082.480000 3.602410e-16 9.302986e-18
6085.480000 3.560420e-16 1.067266e-17
6088.480000 3.650334e-16 1.023922e-17
6091.480000 3.770686e-16 9.958093e-18
6094.480000 3.602301e-16 9.412883e-18
6097.480000 3.707234e-16 9.243920e-18
6100.480000 3.635822e-16 8.986691e-18
6103.480000 3.664149e-16 8.794473e-18
6106.480000 3.672365e-16 8.620504e-18
6109.480000 3.542725e-16 8.323761e-18
6112.480000 3.577297e-16 8.107302e-18
6115.480000 3.612015e-16 7.946560e-18
6118.480000 3.603775e-16 7.802946e-18
6121.480000 3.488240e-16 7.551156e-18
6124.480000 3.438235e-16 7.377942e-18
6127.480000 3.411803e-16 7.314575e-18
6130.480000 3.482639e-16 7.660597e-18
6133.480000 3.479316e-16 7.148138e-18
6136.480000 3.489606e-16 6.964353e-18
6139.480000 3.473101e-16 6.881836e-18
6142.480000 3.453232e-16 6.845958e-18
6145.480000 3.453422e-16 6.839805e-18
6148.480000 3.541529e-16 6.798537e-18
6151.480000 3.633461e-16 6.815660e-18
6154.480000 3.708483e-16 6.813569e-18
6157.480000 3.646939e-16 6.734689e-18
6160.480000 3.451687e-16 6.656430e-18
6163.480000 3.462434e-16 6.720719e-18
6166.480000 3.536918e-16 6.823052e-18
6169.480000 3.524487e-16 6.873232e-18
6172.480000 3.411520e-16 6.861481e-18
6175.480000 3.377675e-16 6.970646e-18
6178.480000 3.353501e-16 7.051671e-18
6181.480000 3.373098e-16 7.241342e-18
6184.480000 3.445648e-16 7.401774e-18
6187.480000 3.410576e-16 7.431158e-18
6190.480000 3.462137e-16 7.616115e-18
6193.480000 3.570970e-16 7.848937e-18
6196.480000 3.523811e-16 8.000595e-18
6199.480000 3.576928e-16 8.109757e-18
6202.480000 3.466157e-16 8.184010e-18
6205.480000 3.435183e-16 8.384283e-18
6208.480000 3.364734e-16 8.517124e-18
6211.480000 3.387912e-16 8.700597e-18
6214.480000 3.423226e-16 8.935439e-18
6217.480000 3.460194e-16 8.988564e-18
6220.480000 3.444625e-16 8.818857e-18
6223.480000 3.547055e-16 8.667717e-18
6226.480000 3.601527e-16 8.496893e-18
6229.480000 3.526746e-16 8.317179e-18
6232.480000 3.437198e-16 8.147845e-18
6235.480000 3.445119e-16 8.047549e-18
6238.480000 3.543799e-16 7.950175e-18
6241.480000 3.645602e-16 7.815550e-18
6244.480000 3.454413e-16 7.507275e-18
6247.480000 3.484955e-16 7.325960e-18
6250.480000 3.679156e-16 7.255006e-18
6253.480000 3.628522e-16 7.295349e-18
6256.480000 3.463048e-16 7.370301e-18
6259.480000 3.397662e-16 7.224810e-18
6262.480000 3.406678e-16 6.867681e-18
6265.480000 3.510505e-16 6.794004e-18
6268.480000 3.558564e-16 6.887487e-18
6271.480000 3.544612e-16 6.673186e-18
6274.480000 3.510609e-16 6.400406e-18
6277.480000 3.577191e-16 6.370935e-18
6280.480000 3.565813e-16 6.381056e-18
6283.480000 3.602210e-16 6.481106e-18
6286.480000 3.728251e-16 6.620574e-18
6289.480000 3.783380e-16 6.730154e-18
6292.480000 3.774337e-16 6.914107e-18
6295.480000 3.762853e-16 7.414879e-18
6298.480000 3.770681e-16 8.104376e-18
6301.480000 3.906725e-16 8.408801e-18
6304.480000 3.849510e-16 8.097462e-18
6307.480000 3.756162e-16 7.594543e-18
6310.480000 3.627200e-16 7.525385e-18
6313.480000 3.660852e-16 7.603617e-18
6316.480000 3.573005e-16 7.482255e-18
6319.480000 3.610050e-16 7.456802e-18
6322.480000 3.572288e-16 7.578651e-18
6325.480000 3.718052e-16 7.874209e-18
6328.480000 3.740602e-16 8.088800e-18
6331.480000 3.476742e-16 8.209181e-18
6334.480000 3.432610e-16 8.328987e-18
6337.480000 3.537967e-16 8.479611e-18
6340.480000 3.482908e-16 8.611082e-18
6343.480000 3.603266e-16 8.678402e-18
6346.480000 3.470118e-16 8.532505e-18
6349.480000 3.525733e-16 8.605676e-18
6352.480000 3.661704e-16 8.458799e-18
6355.480000 3.624299e-16 8.063841e-18
6358.480000 3.710919e-16 7.965265e-18
6361.480000 3.733144e-16 7.972916e-18
6364.480000 3.738087e-16 7.983558e-18
6367.480000 3.632099e-16 7.866717e-18
6370.480000 3.605870e-16 8.074720e-18
6373.480000 3.562676e-16 7.926164e-18
6376.480000 3.552553e-16 7.099170e-18
6379.480000 3.541683e-16 6.669169e-18
6382.480000 3.625682e-16 6.554085e-18
6385.480000 3.601952e-16 6.456505e-18
6388.480000 3.528426e-16 6.349906e-18
6391.480000 3.548929e-16 6.272789e-18
6394.480000 3.473954e-16 6.181776e-18
6397.480000 3.460158e-16 6.090743e-18
6400.480000 3.578922e-16 6.079065e-18
6403.480000 3.522926e-16 6.030853e-18
6406.480000 3.507204e-16 5.991742e-18
6409.480000 3.652028e-16 6.059683e-18
6412.480000 3.683389e-16 6.113984e-18
6415.480000 3.631884e-16 6.143874e-18
6418.480000 3.517120e-16 6.138601e-18
6421.480000 3.343853e-16 6.107842e-18
6424.480000 3.341607e-16 6.219608e-18
6427.480000 3.443334e-16 6.630119e-18
6430.480000 3.483681e-16 6.466128e-18
6433.480000 3.414461e-16 6.457802e-18
6436.480000 3.346707e-16 6.547378e-18
6439.480000 3.457112e-16 6.739596e-18
6442.480000 3.494008e-16 6.854280e-18
6445.480000 3.333737e-16 6.885135e-18
6448.480000 3.331392e-16 7.061900e-18
6451.480000 3.278736e-16 7.179758e-18
6454.480000 3.220921e-16 7.298738e-18
6457.480000 3.069441e-16 7.363384e-18
6460.480000 3.026607e-16 7.608009e-18
6463.480000 3.058062e-16 7.817613e-18
6466.480000 2.991463e-16 7.984086e-18
6469.480000 3.193699e-16 8.134865e-18
6472.480000 3.294381e-16 8.057557e-18
6475.480000 3.385045e-16 7.843665e-18
6478.480000 3.320629e-16 7.613650e-18
6481.480000 3.404125e-16 7.503239e-18
6484.480000 3.418544e-16 7.277075e-18
6487.480000 3.582646e-16 7.137723e-18
6490.480000 3.473519e-16 6.949942e-18
6493.480000 3.465415e-16 6.829039e-18
6496.480000 3.504636e-16 6.806218e-18
6499.480000 3.511312e-16 6.762780e-18
6502.480000 3.520047e-16 6.632100e-18
6505.480000 3.555410e-16 6.424384e-18
6508.480000 3.492947e-16 6.234569e-18
6511.480000 3.457306e-16 6.070886e-18
6514.480000 3.395982e-16 5.951422e-18
6517.480000 3.341700e-16 5.874257e-18
6520.480000 3.307614e-16 5.830213e-18
6523.480000 3.301131e-16 5.786894e-18
6526.480000 3.362773e-16 5.799378e-18
6529.480000 3.499038e-16 5.869869e-18
6532.480000 3.539732e-16 5.914815e-18
6535.480000 3.459265e-16 5.895450e-18
6538.480000 3.395889e-16 5.865807e-18
6541.480000 3.302590e-16 5.828734e-18
6544.480000 3.296418e-16 5.885965e-18
6547.480000 3.373772e-16 6.009051e-18
6550.480000 3.452268e-16 6.147665e-18
6553.480000 3.377834e-16 6.211537e-18
6556.480000 3.323037e-16 6.250201e-18
6559.480000 3.333504e-16 6.318539e-18
6562.480000 3.363112e-16 6.433865e-18
6565.480000 3.379975e-16 6.549836e-18
6568.480000 3.485087e-16 6.719769e-18
6571.480000 3.345287e-16 6.807394e-18
6574.480000 3.147555e-16 6.863257e-18
6577.480000 3.229730e-16 7.085677e-18
6580.480000 3.240014e-16 7.197349e-18
6583.480000 3.327786e-16 7.324113e-18
6586.480000 3.281679e-16 7.393674e-18
6589.480000 3.289466e-16 7.574828e-18
6592.480000 3.309208e-16 7.762144e-18
6595.480000 3.339567e-16 7.687583e-18
6598.480000 3.110411e-16 7.400036e-18
6601.480000 3.247345e-16 7.333873e-18
6604.480000 3.284743e-16 7.259577e-18
6607.480000 3.316970e-16 7.061941e-18
6610.480000 3.401193e-16 6.954070e-18
6613.480000 3.388752e-16 6.740113e-18
6616.480000 3.452340e-16 6.614504e-18
6619.480000 3.478326e-16 6.403805e-18
6622.480000 3.447604e-16 6.283119e-18
6625.480000 3.389061e-16 6.159758e-18
6628.480000 3.355557e-16 6.046533e-18
6631.480000 3.414638e-16 5.970756e-18
6634.480000 3.409788e-16 5.890614e-18
6637.480000 3.412507e-16 5.769398e-18
6640.480000 3.435355e-16 5.689204e-18
6643.480000 3.412620e-16 5.601122e-18
6646.480000 3.447867e-16 5.550900e-18
6649.480000 3.465251e-16 5.543431e-18
6652.480000 3.409442e-16 5.527888e-18
6655.480000 3.398314e-16 5.516357e-18
6658.480000 3.469006e-16 5.527814e-18
6661.480000 3.425127e-16 5.485058e-18
6664.480000 3.354725e-16 5.488316e-18
6667.480000 3.343847e-16 5.518520e-18
6670.480000 3.319774e-16 5.524357e-18
6673.480000 3.320479e-16 5.583239e-18
6676.480000 3.368031e-16 5.695519e-18
6679.480000 3.379491e-16 5.751700e-18
6682.480000 3.355413e-16 5.820925e-18
6685.480000 3.499071e-16 5.994664e-18
6688.480000 3.509235e-16 6.084125e-18
6691.480000 3.433893e-16 6.156598e-18
6694.480000 3.335136e-16 6.241046e-18
6697.480000 3.326047e-16 6.386031e-18
6700.480000 3.317506e-16 6.525027e-18
6703.480000 3.270873e-16 6.624652e-18
6706.480000 3.335047e-16 6.783287e-18
6709.480000 3.369819e-16 6.958396e-18
6712.480000 3.335233e-16 7.099968e-18
6715.480000 3.284972e-16 7.242960e-18
6718.480000 3.221404e-16 7.299359e-18
6721.480000 3.266312e-16 7.275010e-18
6724.480000 3.249768e-16 7.093224e-18
6727.480000 3.285546e-16 6.965297e-18
6730.480000 3.298568e-16 6.810827e-18
6733.480000 3.442317e-16 6.735182e-18
6736.480000 3.384561e-16 6.995832e-18
6739.480000 3.149725e-16 6.435138e-18
6742.480000 3.179722e-16 6.234730e-18
6745.480000 3.177355e-16 6.099980e-18
6748.480000 3.206937e-16 5.920836e-18
6751.480000 3.099645e-16 5.715189e-18
6754.480000 3.165611e-16 5.657607e-18
6757.480000 3.058739e-16 5.463049e-18
6760.480000 3.039277e-16 5.376112e-18
6763.480000 3.032152e-16 5.315898e-18
6766.480000 3.118307e-16 5.271622e-18
6769.480000 3.162933e-16 5.226765e-18
6772.480000 3.116152e-16 5.177500e-18
6775.480000 3.113687e-16 5.150494e-18
6778.480000 3.102864e-16 5.131950e-18
6781.480000 3.124197e-16 5.121721e-18
6784.480000 3.152068e-16 5.123494e-18
6787.480000 3.184309e-16 5.152648e-18
6790.480000 3.195343e-16 5.181640e-18
6793.480000 3.159447e-16 5.186688e-18
6796.480000 3.150030e-16 5.234161e-18
6799.480000 3.146795e-16 5.299177e-18
6802.480000 3.203182e-16 5.389585e-18
6805.480000 3.189182e-16 5.481402e-18
6808.480000 3.100785e-16 5.627874e-18
6811.480000 3.088148e-16 6.641944e-18
6814.480000 3.109238e-16 6.616929e-18
6817.480000 3.116502e-16 6.863680e-18
6820.480000 3.117637e-16 6.183174e-18
6823.480000 3.184069e-16 6.267326e-18
6826.480000 3.023504e-16 6.467934e-18
6829.480000 3.032634e-16 6.810246e-18
6832.480000 3.060271e-16 7.026431e-18
6835.480000 2.991628e-16 7.063225e-18
6838.480000 3.025345e-16 7.056945e-18
6841.480000 3.058855e-16 7.077770e-18
6844.480000 3.044006e-16 7.078655e-18
6847.480000 3.000491e-16 6.920949e-18
6850.480000 3.008918e-16 6.731422e-18
6853.480000 3.087059e-16 6.611750e-18
6856.480000 2.979947e-16 6.481910e-18
6859.480000 2.995303e-16 6.530101e-18
6862.480000 2.993098e-16 6.743686e-18
6865.480000 3.024268e-16 6.990374e-18
6868.480000 2.965519e-16 6.921845e-18
6871.480000 2.900682e-16 6.664783e-18
6874.480000 2.895417e-16 6.338620e-18
6877.480000 2.988891e-16 6.074509e-18
6880.480000 3.266381e-16 6.014596e-18
6883.480000 3.197009e-16 5.823241e-18
6886.480000 3.126328e-16 5.730663e-18
6889.480000 3.072380e-16 5.632319e-18
6892.480000 3.076938e-16 5.576660e-18
6895.480000 3.119983e-16 5.506323e-18
6898.480000 3.193293e-16 5.514147e-18
6901.480000 3.192063e-16 5.473369e-18
6904.480000 3.148892e-16 5.324238e-18
6907.480000 3.198432e-16 5.282678e-18
6910.480000 3.323539e-16 5.379028e-18
6913.480000 3.281530e-16 5.436090e-18
6916.480000 3.169072e-16 5.402038e-18
6919.480000 3.153954e-16 5.437662e-18
6922.480000 3.172129e-16 5.521229e-18
6925.480000 3.161664e-16 5.529917e-18
6928.480000 3.159856e-16 5.485088e-18
6931.480000 3.155397e-16 5.454686e-18
6934.480000 3.176111e-16 5.545747e-18
6937.480000 3.225423e-16 5.726079e-18
6940.480000 3.192811e-16 5.860540e-18
6943.480000 3.136021e-16 6.028559e-18
6946.480000 3.046113e-16 6.290592e-18
6949.480000 3.106007e-16 6.386032e-18
6952.480000 3.181935e-16 6.434104e-18
6955.480000 3.120033e-16 6.386057e-18
6958.480000 3.127448e-16 6.456633e-18
6961.480000 3.172606e-16 6.579776e-18
6964.480000 3.111762e-16 6.699012e-18
6967.480000 3.012525e-16 6.859958e-18
6970.480000 2.993632e-16 6.941557e-18
6973.480000 3.039247e-16 6.874796e-18
6976.480000 3.049108e-16 6.788496e-18
6979.480000 3.048708e-16 6.659369e-18
6982.480000 3.085730e-16 6.458572e-18
6985.480000 3.065441e-16 6.194546e-18
6988.480000 3.074465e-16 6.025298e-18
6991.480000 3.117843e-16 5.932399e-18
6994.480000 3.148603e-16 5.794674e-18
6997.480000 3.169525e-16 5.704463e-18
7000.480000 3.122972e-16 5.575813e-18
7003.480000 3.171749e-16 5.530249e-18
7006.480000 3.205314e-16 5.456896e-18
7009.480000 3.200936e-16 5.389129e-18
7012.480000 3.193343e-16 5.321879e-18
7015.480000 3.114843e-16 5.162974e-18
7018.480000 3.128297e-16 5.053434e-18
7021.480000 3.147325e-16 4.984658e-18
7024.480000 3.079435e-16 4.931725e-18
7027.480000 3.065325e-16 4.913498e-18
7030.480000 3.149637e-16 4.919236e-18
7033.480000 3.176028e-16 4.911099e-18
7036.480000 3.162703e-16 4.909583e-18
7039.480000 3.159823e-16 4.960295e-18
7042.480000 3.155409e-16 5.038091e-18
7045.480000 3.214133e-16 5.130439e-18
7048.480000 3.230081e-16 5.207898e-18
7051.480000 3.102494e-16 5.224572e-18
7054.480000 3.072023e-16 5.305098e-18
7057.480000 3.199764e-16 5.376445e-18
7060.480000 3.222941e-16 5.496291e-18
7063.480000 3.205160e-16 5.575012e-18
7066.480000 3.191979e-16 5.667602e-18
7069.480000 3.152551e-16 5.683009e-18
7072.480000 3.080746e-16 5.755612e-18
7075.480000 3.043426e-16 5.867738e-18
7078.480000 3.084912e-16 6.045674e-18
7081.480000 3.089624e-16 6.166618e-18
7084.480000 3.119286e-16 6.301162e-18
7087.480000 3.134626e-16 6.474139e-18
7090.480000 3.165239e-16 6.646410e-18
7093.480000 3.159973e-16 6.768240e-18
7096.480000 3.167639e-16 6.767665e-18
7099.480000 3.170282e-16 6.601329e-18
7102.480000 3.087185e-16 6.409176e-18
7105.480000 3.078049e-16 6.247204e-18
7108.480000 3.055770e-16 6.104035e-18
7111.480000 3.022582e-16 5.947246e-18
7114.480000 3.016050e-16 5.787684e-18
7117.480000 3.007817e-16 5.649282e-18
7120.480000 2.939911e-16 5.536456e-18
7123.480000 2.895952e-16 5.437228e-18
7126.480000 2.957675e-16 5.345679e-18
7129.480000 3.050801e-16 5.289411e-18
7132.480000 3.134470e-16 5.236668e-18
7135.480000 3.181883e-16 5.176436e-18
7138.480000 3.100900e-16 5.075918e-18
7141.480000 3.102357e-16 5.045739e-18
7144.480000 3.107719e-16 5.031041e-18
7147.480000 3.122262e-16 4.976972e-18
7150.480000 3.158121e-16 4.940299e-18
7153.480000 3.144461e-16 4.882418e-18
7156.480000 3.130248e-16 4.851586e-18
7159.480000 3.121694e-16 4.843466e-18
7162.480000 3.100180e-16 4.831315e-18
7165.480000 3.125730e-16 4.864270e-18
7168.480000 3.159719e-16 4.919755e-18
7171.480000 3.100301e-16 4.953423e-18
7174.480000 3.017326e-16 5.112475e-18
7177.480000 2.982134e-16 5.154574e-18
7180.480000 2.900679e-16 5.102253e-18
7183.480000 2.873090e-16 5.111707e-18
7186.480000 2.824188e-16 5.128106e-18
7189.480000 2.740311e-16 5.110590e-18
7192.480000 2.847864e-16 5.244096e-18
7195.480000 2.841650e-16 5.385958e-18
7198.480000 2.827970e-16 5.521177e-18
7201.480000 2.883627e-16 5.688926e-18
7204.480000 2.995746e-16 5.816480e-18
7207.480000 2.994599e-16 5.904382e-18
7210.480000 3.150771e-16 6.137262e-18
7213.480000 3.221548e-16 6.371296e-18
7216.480000 3.354172e-16 6.609123e-18
7219.480000 3.424932e-16 6.904003e-18
7222.480000 3.338403e-16 6.888517e-18
7225.480000 3.276056e-16 6.692115e-18
7228.480000 3.190481e-16 6.499776e-18
7231.480000 3.096727e-16 6.388124e-18
7234.480000 2.912896e-16 6.306087e-18
7237.480000 2.956339e-16 6.528059e-18
7240.480000 3.039750e-16 6.850800e-18
7243.480000 2.971411e-16 6.907414e-18
7246.480000 2.956767e-16 6.602360e-18
7249.480000 3.020991e-16 6.140218e-18
7252.480000 3.005145e-16 5.718794e-18
7255.480000 2.978653e-16 5.445527e-18
7258.480000 2.971651e-16 5.235410e-18
7261.480000 2.983942e-16 5.072805e-18
7264.480000 3.024841e-16 5.000477e-18
7267.480000 3.004937e-16 5.010095e-18
7270.480000 2.968881e-16 5.152433e-18
7273.480000 2.982786e-16 5.453412e-18
7276.480000 3.003470e-16 5.725879e-18
7279.480000 3.073905e-16 5.698316e-18
7282.480000 3.091379e-16 5.458541e-18
7285.480000 3.015285e-16 5.283280e-18
7288.480000 2.961228e-16 5.296215e-18
7291.480000 2.962754e-16 5.293702e-18
7294.480000 2.929016e-16 5.136170e-18
7297.480000 2.952873e-16 5.047208e-18
7300.480000 2.993612e-16 5.105723e-18
7303.480000 3.003308e-16 5.179209e-18
7306.480000 3.019599e-16 5.220664e-18
7309.480000 2.937447e-16 5.322417e-18
7312.480000 2.869533e-16 5.617767e-18
7315.480000 2.884480e-16 6.000996e-18
7318.480000 2.885137e-16 6.156023e-18
